global_step,forward_id,layer,arm,active_lane_count,low_lane_count,low_lanes,remote_pairs,low_pairs,low_frac,wire_bytes,high_baseline_wire_bytes,baseline_bottleneck_bytes,policy_bottleneck_bytes,baseline_step_us,codec_tiles,codec_step_us_optimistic,codec_step_us_serialized_tiles,codec_step_us,policy_step_us,max_sender_load,max_receiver_load
52,3,4,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48174,33296,0.6911612072902396,16334008.0,24857784.0,11491320.0,5790200.0,459.6528,1046,33.42015981674194,34957.48716831207,33.42015981674194,265.02815981674195,11195.0,22270.0
53,3,5,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,46973,32285,0.687309731122134,15973108.0,24238068.0,11138376.0,5612360.0,445.53504,1016,33.42015981674194,33954.882373809814,33.42015981674194,257.914559816742,9290.0,21586.0
54,3,6,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47892,32550,0.6796542219994989,16379472.0,24712272.0,11583168.0,5836480.0,463.32672,1025,33.42015981674194,34255.66381216049,33.42015981674194,266.87935981674195,9691.0,22448.0
55,3,7,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47257,32294,0.6833696595213408,16117348.0,24384612.0,11081616.0,5583760.0,443.26464,1018,33.42015981674194,34021.7226934433,33.42015981674194,256.770559816742,10155.0,21476.0
56,3,8,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47444,32201,0.6787159598684765,16237648.0,24481104.0,11091420.0,5588700.0,443.6568,1013,33.42015981674194,33854.62189435959,33.42015981674194,256.96815981674195,9540.0,21495.0
57,3,9,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48013,32668,0.680399058588299,16411700.0,24774708.0,11545500.0,5817500.0,461.82,1026,33.42015981674194,34289.083971977234,33.42015981674194,266.12015981674193,9224.0,22375.0
58,3,10,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47714,33146,0.694680806471895,16135048.0,24620424.0,11491320.0,5790200.0,459.6528,1043,33.42015981674194,34857.22668886185,33.42015981674194,265.02815981674195,10549.0,22270.0
59,3,11,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,46951,31458,0.6700176780047283,16173468.0,24226716.0,10911852.0,5498220.0,436.47408,990,33.42015981674194,33085.958218574524,33.42015981674194,253.34895981674194,9652.0,21147.0
60,3,12,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47229,32099,0.6796459802240149,16152820.0,24370164.0,11170368.0,5628480.0,446.81472,1011,33.42015981674194,33787.781574726105,33.42015981674194,258.5593598167419,10103.0,21648.0
61,3,13,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48121,33079,0.6874129797801376,16362212.0,24830436.0,11517636.0,5803460.0,460.70544,1039,33.42015981674194,34723.54604959488,33.42015981674194,265.55855981674193,11181.0,22321.0
62,3,14,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,49051,34339,0.7000672769158631,16519532.0,25310316.0,11996484.0,6044740.0,479.85936,1080,33.42015981674194,36093.7726020813,33.42015981674194,275.20975981674195,10192.0,23249.0
63,3,15,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,46621,31961,0.685549430514146,15874420.0,24056436.0,11169852.0,5628220.0,446.79408,1005,33.42015981674194,33587.26061582565,33.42015981674194,258.54895981674196,9154.0,21647.0
