global_step,forward_id,layer,arm,active_lane_count,low_lane_count,low_lanes,remote_pairs,low_pairs,low_frac,wire_bytes,high_baseline_wire_bytes,baseline_bottleneck_bytes,policy_bottleneck_bytes,baseline_step_us,codec_tiles,codec_step_us_optimistic,codec_step_us_serialized_tiles,codec_step_us,policy_step_us,max_sender_load,max_receiver_load
42,2,10,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47730,19270,0.4037293107060549,19695560.0,24628680.0,3889608.0,3399368.0,155.58432,607,33.42015981674194,20286.03700876236,33.42015981674194,169.39487981674193,6913.0,7538.0
43,2,11,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48134,18108,0.37619977562637635,20201496.0,24837144.0,4197144.0,3709976.0,167.88576,573,33.42015981674194,19149.751574993134,33.42015981674194,181.81919981674196,7080.0,8134.0
44,2,12,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48535,19390,0.3995055114865561,20080220.0,25044060.0,4196112.0,3568400.0,167.84448,613,33.42015981674194,20486.55796766281,33.42015981674194,176.15615981674193,7580.0,8132.0
45,2,13,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48009,18574,0.386885792247287,20017700.0,24772644.0,3963396.0,3497476.0,158.53584,588,33.42015981674194,19651.053972244263,33.42015981674194,173.31919981674196,7089.0,7681.0
46,2,14,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47493,19187,0.403996378413661,19594516.0,24506388.0,3754932.0,3348324.0,150.19728,605,33.42015981674194,20219.196689128876,33.42015981674194,167.35311981674195,6489.0,7277.0
47,2,15,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47789,18624,0.38971311389650337,19891380.0,24659124.0,4203852.0,3648844.0,168.15408,588,33.42015981674194,19651.053972244263,33.42015981674194,179.37391981674193,6727.0,8147.0
48,3,0,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47325,20051,0.4236872688853671,19286644.0,24419700.0,3936564.0,3855036.0,157.46256,633,33.42015981674194,21154.96116399765,33.42015981674194,187.62159981674193,7629.0,6509.0
49,3,1,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47610,19744,0.41470279353077083,19512296.0,24566760.0,3861228.0,3861228.0,154.44912,623,33.42015981674194,20820.75956583023,33.42015981674194,187.86927981674194,7483.0,6965.0
50,3,2,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,46777,20029,0.42818051606558777,19009508.0,24136932.0,4390644.0,3382896.0,175.62576,633,33.42015981674194,21154.96116399765,33.42015981674194,168.73599981674195,8509.0,6740.0
51,3,3,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,46703,18487,0.395841808877374,19366076.0,24098748.0,3702816.0,3500028.0,148.11264,584,33.42015981674194,19517.373332977295,33.42015981674194,173.42127981674193,7176.0,7088.0
52,3,4,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,46976,19283,0.41048620572207084,19303168.0,24239616.0,3765768.0,3399924.0,150.63072,610,33.42015981674194,20386.297488212585,33.42015981674194,169.41711981674194,7298.0,6554.0
53,3,5,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,46653,18377,0.3939082159775363,19368436.0,24072948.0,3487644.0,3440172.0,139.50576,580,33.42015981674194,19383.692693710327,33.42015981674194,171.02703981674193,6604.0,6759.0
54,3,6,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47090,19009,0.40367381609683584,19432136.0,24298440.0,3394764.0,3297240.0,135.79056,601,33.42015981674194,20085.516049861908,33.42015981674194,165.30975981674194,6259.0,6579.0
55,3,7,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47099,19178,0.4071848659207202,19393516.0,24303084.0,3525312.0,3518088.0,141.01248,605,33.42015981674194,20219.196689128876,33.42015981674194,174.14367981674195,6818.0,6832.0
56,3,8,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,46687,18325,0.392507550281663,19399292.0,24090492.0,3490224.0,3379284.0,139.60896,580,33.42015981674194,19383.692693710327,33.42015981674194,168.59151981674194,6613.0,6764.0
57,3,9,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47570,18879,0.3968677738070212,19713096.0,24546120.0,3582588.0,3582588.0,143.30352,596,33.42015981674194,19918.4152507782,33.42015981674194,176.72367981674194,6943.0,6805.0
58,3,10,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,46827,19617,0.418924979178679,19140780.0,24162732.0,3461844.0,3204360.0,138.47376,618,33.42015981674194,20653.65876674652,33.42015981674194,161.59455981674193,6709.0,6580.0
59,3,11,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47493,18309,0.3855094434969364,19819284.0,24506388.0,3640896.0,3640896.0,145.63584,581,33.42015981674194,19417.11285352707,33.42015981674194,179.05599981674195,6779.0,7056.0
60,3,12,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47580,18945,0.39817150063051704,19701360.0,24551280.0,3675984.0,3443784.0,147.03936,601,33.42015981674194,20085.516049861908,33.42015981674194,171.17151981674195,7124.0,6872.0
61,3,13,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47353,19304,0.40766160538931007,19492324.0,24434148.0,3765768.0,3383412.0,150.63072,609,33.42015981674194,20352.877328395844,33.42015981674194,168.75663981674194,7298.0,6680.0
62,3,14,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47450,19957,0.4205900948366702,19375208.0,24484200.0,3417984.0,3235320.0,136.71936,630,33.42015981674194,21054.700684547424,33.42015981674194,162.83295981674195,6562.0,6624.0
63,3,15,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47362,18990,0.4009543515898822,19577352.0,24438792.0,3579492.0,3439656.0,143.17968,599,33.42015981674194,20018.675730228424,33.42015981674194,171.00639981674195,6636.0,6937.0
