model_key,split,text_sha256,policy,period,document_mean_kl,document_cvar90_kl,document_p95_kl,total_candidate_forward_calls,audit_events,dangerous_steps,dangerous_step_recall,threshold_violation_fraction,diagnostic_high_forward_calls,diagnostic_low_forward_calls,physical_high_forward_calls,physical_low_forward_calls
llmjp,sealed,b9d9720b68f767c1cf0f92720830862e1853d2e76b3dd6ab9c29aef8c7ebac0c,triage_2_4_8,8,0.037939329357925544,0.10899366997182369,0.1102507907897234,36,4,3,0.6666666666666666,0.03125,25,3,32,32
llmjp,sealed,b9d9720b68f767c1cf0f92720830862e1853d2e76b3dd6ab9c29aef8c7ebac0c,hash_budget_matched_2_4_8,8,0.037939329357925544,0.10899366997182369,0.1102507907897234,36,4,3,0.6666666666666666,0.03125,25,3,32,32
llmjp,sealed,b9d9720b68f767c1cf0f92720830862e1853d2e76b3dd6ab9c29aef8c7ebac0c,fixed_2,2,0.05306646199738907,0.21128503419458866,0.1629070304334163,47,15,3,0.3333333333333333,0.0625,14,3,32,32
llmjp,sealed,b9d9720b68f767c1cf0f92720830862e1853d2e76b3dd6ab9c29aef8c7ebac0c,fixed_4,4,0.057765563989107704,0.21161182411015034,0.16530859991908067,40,8,3,0.0,0.09375,24,0,32,32
llmjp,sealed,b9d9720b68f767c1cf0f92720830862e1853d2e76b3dd6ab9c29aef8c7ebac0c,fixed_8,8,0.037939329357925544,0.10899366997182369,0.1102507907897234,36,4,3,0.6666666666666666,0.03125,25,3,32,32
llmjp,sealed,b9d9720b68f767c1cf0f92720830862e1853d2e76b3dd6ab9c29aef8c7ebac0c,full_shadow,1,0.04167902048635597,0.10899366997182369,0.1102507907897234,64,32,3,1.0,0.0,0,0,32,32
llmjp,sealed,af05f7dd968f91d4d4334998425b6c6ce7305c2ff5b1cd23f73f419b99522ccd,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
llmjp,sealed,af05f7dd968f91d4d4334998425b6c6ce7305c2ff5b1cd23f73f419b99522ccd,always_low,,0.05852044845960336,0.20910301432013512,0.1413452256470918,32,0,2,0.0,0.0625,32,0,32,32
llmjp,sealed,af05f7dd968f91d4d4334998425b6c6ce7305c2ff5b1cd23f73f419b99522ccd,triage_2_4_8,2,0.042329847270593746,0.11714804172515869,0.09304033108055591,47,15,2,0.5,0.03125,14,3,32,32
llmjp,sealed,af05f7dd968f91d4d4334998425b6c6ce7305c2ff5b1cd23f73f419b99522ccd,hash_budget_matched_2_4_8,8,0.05852044845960336,0.20910301432013512,0.1413452256470918,36,4,2,0.0,0.0625,28,0,32,32
llmjp,sealed,af05f7dd968f91d4d4334998425b6c6ce7305c2ff5b1cd23f73f419b99522ccd,fixed_2,2,0.042329847270593746,0.11714804172515869,0.09304033108055591,47,15,2,0.5,0.03125,14,3,32,32
llmjp,sealed,af05f7dd968f91d4d4334998425b6c6ce7305c2ff5b1cd23f73f419b99522ccd,fixed_4,4,0.05852044845960336,0.20910301432013512,0.1413452256470918,40,8,2,0.0,0.0625,24,0,32,32
llmjp,sealed,af05f7dd968f91d4d4334998425b6c6ce7305c2ff5b1cd23f73f419b99522ccd,fixed_8,8,0.05852044845960336,0.20910301432013512,0.1413452256470918,36,4,2,0.0,0.0625,28,0,32,32
llmjp,sealed,af05f7dd968f91d4d4334998425b6c6ce7305c2ff5b1cd23f73f419b99522ccd,full_shadow,1,0.04062233981130703,0.09555902145802975,0.09588375091552734,64,32,2,1.0,0.0,0,0,32,32
llmjp,sealed,69873d3d413368c6fd9763d23e01fd65ed4ac02d5f4b626c16abcde7655ecae2,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
llmjp,sealed,69873d3d413368c6fd9763d23e01fd65ed4ac02d5f4b626c16abcde7655ecae2,always_low,,0.054354250903998036,0.14280743896961212,0.12824489846825596,32,0,2,0.0,0.0625,32,0,32,32
llmjp,sealed,69873d3d413368c6fd9763d23e01fd65ed4ac02d5f4b626c16abcde7655ecae2,triage_2_4_8,8,0.03692764908919344,0.09620102122426033,0.0809584341943264,36,4,2,0.5,0.03125,25,3,32,32
llmjp,sealed,69873d3d413368c6fd9763d23e01fd65ed4ac02d5f4b626c16abcde7655ecae2,hash_budget_matched_2_4_8,8,0.03692764908919344,0.09620102122426033,0.0809584341943264,36,4,2,0.5,0.03125,25,3,32,32
llmjp,sealed,69873d3d413368c6fd9763d23e01fd65ed4ac02d5f4b626c16abcde7655ecae2,fixed_2,2,0.029593120350909885,0.07734343037009239,0.08050031289458275,46,14,3,0.6666666666666666,0.03125,12,6,32,32
llmjp,sealed,69873d3d413368c6fd9763d23e01fd65ed4ac02d5f4b626c16abcde7655ecae2,fixed_4,4,0.054354250903998036,0.14280743896961212,0.12824489846825596,40,8,2,0.0,0.0625,24,0,32,32
llmjp,sealed,69873d3d413368c6fd9763d23e01fd65ed4ac02d5f4b626c16abcde7655ecae2,fixed_8,8,0.03692764908919344,0.09620102122426033,0.0809584341943264,36,4,2,0.5,0.03125,25,3,32,32
llmjp,sealed,69873d3d413368c6fd9763d23e01fd65ed4ac02d5f4b626c16abcde7655ecae2,full_shadow,1,0.03791348565573571,0.0932844951748848,0.08676578737795353,64,32,3,1.0,0.0,0,0,32,32
llmjp,sealed,737aac87f7a4db9e7db8a023e83eeb95f473916bc4b5af0bc16882fdfc4ddbb1,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
llmjp,sealed,737aac87f7a4db9e7db8a023e83eeb95f473916bc4b5af0bc16882fdfc4ddbb1,always_low,,0.10013497293047635,0.47452035546302795,0.34658694416284563,32,0,9,0.0,0.28125,32,0,32,32
llmjp,sealed,737aac87f7a4db9e7db8a023e83eeb95f473916bc4b5af0bc16882fdfc4ddbb1,triage_2_4_8,2,0.07440651244004926,0.4083796553313732,0.24490875229239456,46,14,7,0.5714285714285714,0.09375,12,6,32,32
llmjp,sealed,737aac87f7a4db9e7db8a023e83eeb95f473916bc4b5af0bc16882fdfc4ddbb1,hash_budget_matched_2_4_8,2,0.07440651244004926,0.4083796553313732,0.24490875229239456,46,14,7,0.5714285714285714,0.09375,12,6,32,32
llmjp,sealed,737aac87f7a4db9e7db8a023e83eeb95f473916bc4b5af0bc16882fdfc4ddbb1,fixed_2,2,0.07440651244004926,0.4083796553313732,0.24490875229239456,46,14,7,0.5714285714285714,0.09375,12,6,32,32
llmjp,sealed,737aac87f7a4db9e7db8a023e83eeb95f473916bc4b5af0bc16882fdfc4ddbb1,fixed_4,4,0.04568970625140878,0.19848614186048508,0.16645528003573415,40,8,8,0.5,0.125,20,4,32,32
llmjp,sealed,737aac87f7a4db9e7db8a023e83eeb95f473916bc4b5af0bc16882fdfc4ddbb1,fixed_8,8,0.09558421138726203,0.47452035546302795,0.34658694416284563,36,4,9,0.1111111111111111,0.25,28,0,32,32
llmjp,sealed,737aac87f7a4db9e7db8a023e83eeb95f473916bc4b5af0bc16882fdfc4ddbb1,full_shadow,1,0.0374042137592312,0.1294187270104885,0.10180454589426516,64,32,6,1.0,0.0,0,0,32,32
llmjp,sealed,331b9fc289113af48e1db5a40fb59dd622184d5f35955a1f862d94745dc87205,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
llmjp,sealed,331b9fc289113af48e1db5a40fb59dd622184d5f35955a1f862d94745dc87205,always_low,,0.05023181602882687,0.16903514973819256,0.16253237128257747,32,0,3,0.0,0.09375,32,0,32,32
llmjp,sealed,331b9fc289113af48e1db5a40fb59dd622184d5f35955a1f862d94745dc87205,triage_2_4_8,4,0.04063110934657743,0.1424370352178812,0.1180731981992721,40,8,3,0.3333333333333333,0.0625,21,3,32,32
llmjp,sealed,331b9fc289113af48e1db5a40fb59dd622184d5f35955a1f862d94745dc87205,hash_budget_matched_2_4_8,8,0.05023181602882687,0.16903514973819256,0.16253237128257747,36,4,3,0.0,0.09375,28,0,32,32
llmjp,sealed,331b9fc289113af48e1db5a40fb59dd622184d5f35955a1f862d94745dc87205,fixed_2,2,0.04063110934657743,0.1424370352178812,0.1180731981992721,47,15,3,0.3333333333333333,0.0625,14,3,32,32
llmjp,sealed,331b9fc289113af48e1db5a40fb59dd622184d5f35955a1f862d94745dc87205,fixed_4,4,0.04063110934657743,0.1424370352178812,0.1180731981992721,40,8,3,0.3333333333333333,0.0625,21,3,32,32
llmjp,sealed,331b9fc289113af48e1db5a40fb59dd622184d5f35955a1f862d94745dc87205,fixed_8,8,0.05023181602882687,0.16903514973819256,0.16253237128257747,36,4,3,0.0,0.09375,28,0,32,32
llmjp,sealed,331b9fc289113af48e1db5a40fb59dd622184d5f35955a1f862d94745dc87205,full_shadow,1,0.03640796231047716,0.08729404024779797,0.08567481227219104,64,32,3,1.0,0.0,0,0,32,32
llmjp,sealed,3981e1440f5e78baa27a7cf1923a26dafd469a42069ddc69a145a514b98b3f09,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
llmjp,sealed,3981e1440f5e78baa27a7cf1923a26dafd469a42069ddc69a145a514b98b3f09,always_low,,0.04654684484739846,0.16351090744137764,0.12151535302400589,32,0,3,0.0,0.09375,32,0,32,32
llmjp,sealed,3981e1440f5e78baa27a7cf1923a26dafd469a42069ddc69a145a514b98b3f09,triage_2_4_8,8,0.04654684484739846,0.16351090744137764,0.12151535302400589,36,4,3,0.0,0.09375,28,0,32,32
llmjp,sealed,3981e1440f5e78baa27a7cf1923a26dafd469a42069ddc69a145a514b98b3f09,hash_budget_matched_2_4_8,8,0.04654684484739846,0.16351090744137764,0.12151535302400589,36,4,3,0.0,0.09375,28,0,32,32
llmjp,sealed,3981e1440f5e78baa27a7cf1923a26dafd469a42069ddc69a145a514b98b3f09,fixed_2,2,0.0366469247474015,0.10666822455823421,0.10924018323421476,47,15,2,0.5,0.03125,14,3,32,32
llmjp,sealed,3981e1440f5e78baa27a7cf1923a26dafd469a42069ddc69a145a514b98b3f09,fixed_4,4,0.04261037657306588,0.15355977229773998,0.11601568982005118,40,8,3,0.3333333333333333,0.0625,23,1,32,32
llmjp,sealed,3981e1440f5e78baa27a7cf1923a26dafd469a42069ddc69a145a514b98b3f09,fixed_8,8,0.04654684484739846,0.16351090744137764,0.12151535302400589,36,4,3,0.0,0.09375,28,0,32,32
llmjp,sealed,3981e1440f5e78baa27a7cf1923a26dafd469a42069ddc69a145a514b98b3f09,full_shadow,1,0.03376327736805251,0.09361070021986961,0.09086288437247275,64,32,2,1.0,0.0,0,0,32,32
llmjp,sealed,f261e23280a87e9b027ebd807be5a4bc17ee40a89c5227b11e7c2e50d24dfab8,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
llmjp,sealed,f261e23280a87e9b027ebd807be5a4bc17ee40a89c5227b11e7c2e50d24dfab8,always_low,,0.07254171239037532,0.21252530813217163,0.20653150826692582,32,0,7,0.0,0.21875,32,0,32,32
llmjp,sealed,f261e23280a87e9b027ebd807be5a4bc17ee40a89c5227b11e7c2e50d24dfab8,triage_2_4_8,8,0.03301275582455787,0.1373723614960909,0.12862319163978095,36,4,7,0.7142857142857143,0.0625,19,9,32,32
llmjp,sealed,f261e23280a87e9b027ebd807be5a4bc17ee40a89c5227b11e7c2e50d24dfab8,hash_budget_matched_2_4_8,2,0.040194311479467615,0.1429218165576458,0.12954005748033523,45,13,7,0.7142857142857143,0.0625,10,9,32,32
llmjp,sealed,f261e23280a87e9b027ebd807be5a4bc17ee40a89c5227b11e7c2e50d24dfab8,fixed_2,2,0.040194311479467615,0.1429218165576458,0.12954005748033523,45,13,7,0.7142857142857143,0.0625,10,9,32,32
llmjp,sealed,f261e23280a87e9b027ebd807be5a4bc17ee40a89c5227b11e7c2e50d24dfab8,fixed_4,4,0.0489286022620945,0.15793341770768166,0.15495021790266034,40,8,8,0.25,0.1875,18,6,32,32
llmjp,sealed,f261e23280a87e9b027ebd807be5a4bc17ee40a89c5227b11e7c2e50d24dfab8,fixed_8,8,0.03301275582455787,0.1373723614960909,0.12862319163978095,36,4,7,0.7142857142857143,0.0625,19,9,32,32
llmjp,sealed,f261e23280a87e9b027ebd807be5a4bc17ee40a89c5227b11e7c2e50d24dfab8,full_shadow,1,0.02734483598396764,0.08663533627986908,0.08013249337673185,64,32,8,1.0,0.0,0,0,32,32
llmjp,sealed,a3ec52aaeff96dfd6be199576cd14f9747423a5fcd68c5f0eb2d3ee92f30c7c6,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
llmjp,sealed,a3ec52aaeff96dfd6be199576cd14f9747423a5fcd68c5f0eb2d3ee92f30c7c6,always_low,,0.038231659859320644,0.11022046580910683,0.10254008546471594,32,0,1,0.0,0.03125,32,0,32,32
llmjp,sealed,a3ec52aaeff96dfd6be199576cd14f9747423a5fcd68c5f0eb2d3ee92f30c7c6,triage_2_4_8,8,0.038231659859320644,0.11022046580910683,0.10254008546471594,36,4,1,0.0,0.03125,28,0,32,32
llmjp,sealed,a3ec52aaeff96dfd6be199576cd14f9747423a5fcd68c5f0eb2d3ee92f30c7c6,hash_budget_matched_2_4_8,2,0.038231659859320644,0.11022046580910683,0.10254008546471594,48,16,1,0.0,0.03125,16,0,32,32
llmjp,sealed,a3ec52aaeff96dfd6be199576cd14f9747423a5fcd68c5f0eb2d3ee92f30c7c6,fixed_2,2,0.038231659859320644,0.11022046580910683,0.10254008546471594,48,16,1,0.0,0.03125,16,0,32,32
llmjp,sealed,a3ec52aaeff96dfd6be199576cd14f9747423a5fcd68c5f0eb2d3ee92f30c7c6,fixed_4,4,0.038231659859320644,0.11022046580910683,0.10254008546471594,40,8,1,0.0,0.03125,24,0,32,32
llmjp,sealed,a3ec52aaeff96dfd6be199576cd14f9747423a5fcd68c5f0eb2d3ee92f30c7c6,fixed_8,8,0.038231659859320644,0.11022046580910683,0.10254008546471594,36,4,1,0.0,0.03125,28,0,32,32
llmjp,sealed,a3ec52aaeff96dfd6be199576cd14f9747423a5fcd68c5f0eb2d3ee92f30c7c6,full_shadow,1,0.033373625545664254,0.08048105798661709,0.07982560619711875,64,32,1,1.0,0.0,0,0,32,32
llmjp,sealed,301f7e20d8ae1f931fbcb243cab76f50b6b486d92f1bccfde85fe6b03d524bc4,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
llmjp,sealed,301f7e20d8ae1f931fbcb243cab76f50b6b486d92f1bccfde85fe6b03d524bc4,always_low,,0.03149454412778141,0.07030803430825472,0.07214784212410448,32,0,0,1.0,0.0,32,0,32,32
llmjp,sealed,301f7e20d8ae1f931fbcb243cab76f50b6b486d92f1bccfde85fe6b03d524bc4,triage_2_4_8,8,0.03149454412778141,0.07030803430825472,0.07214784212410448,36,4,0,1.0,0.0,28,0,32,32
llmjp,sealed,301f7e20d8ae1f931fbcb243cab76f50b6b486d92f1bccfde85fe6b03d524bc4,hash_budget_matched_2_4_8,4,0.03149454412778141,0.07030803430825472,0.07214784212410448,40,8,0,1.0,0.0,24,0,32,32
llmjp,sealed,301f7e20d8ae1f931fbcb243cab76f50b6b486d92f1bccfde85fe6b03d524bc4,fixed_2,2,0.03149454412778141,0.07030803430825472,0.07214784212410448,48,16,0,1.0,0.0,16,0,32,32
llmjp,sealed,301f7e20d8ae1f931fbcb243cab76f50b6b486d92f1bccfde85fe6b03d524bc4,fixed_4,4,0.03149454412778141,0.07030803430825472,0.07214784212410448,40,8,0,1.0,0.0,24,0,32,32
llmjp,sealed,301f7e20d8ae1f931fbcb243cab76f50b6b486d92f1bccfde85fe6b03d524bc4,fixed_8,8,0.03149454412778141,0.07030803430825472,0.07214784212410448,36,4,0,1.0,0.0,28,0,32,32
llmjp,sealed,301f7e20d8ae1f931fbcb243cab76f50b6b486d92f1bccfde85fe6b03d524bc4,full_shadow,1,0.03149454412778141,0.07030803430825472,0.07214784212410448,64,32,0,1.0,0.0,0,0,32,32
llmjp,sealed,a89b9f87fdf468997988c508f365d2846cec1d9c4380319479946740ebc8888a,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
llmjp,sealed,a89b9f87fdf468997988c508f365d2846cec1d9c4380319479946740ebc8888a,always_low,,0.0708561757201096,0.2171611338853836,0.19213414937257767,32,0,5,0.0,0.15625,32,0,32,32
llmjp,sealed,a89b9f87fdf468997988c508f365d2846cec1d9c4380319479946740ebc8888a,triage_2_4_8,4,0.0708561757201096,0.2171611338853836,0.19213414937257767,40,8,5,0.0,0.15625,24,0,32,32
llmjp,sealed,a89b9f87fdf468997988c508f365d2846cec1d9c4380319479946740ebc8888a,hash_budget_matched_2_4_8,2,0.03309533796891628,0.13065647520124912,0.12622682042419905,45,13,5,0.6,0.0625,10,9,32,32
llmjp,sealed,a89b9f87fdf468997988c508f365d2846cec1d9c4380319479946740ebc8888a,fixed_2,2,0.03309533796891628,0.13065647520124912,0.12622682042419905,45,13,5,0.6,0.0625,10,9,32,32
llmjp,sealed,a89b9f87fdf468997988c508f365d2846cec1d9c4380319479946740ebc8888a,fixed_4,4,0.0708561757201096,0.2171611338853836,0.19213414937257767,40,8,5,0.0,0.15625,24,0,32,32
llmjp,sealed,a89b9f87fdf468997988c508f365d2846cec1d9c4380319479946740ebc8888a,fixed_8,8,0.0543492678552866,0.1934487223625183,0.1627934083342552,36,4,5,0.4,0.09375,22,6,32,32
llmjp,sealed,a89b9f87fdf468997988c508f365d2846cec1d9c4380319479946740ebc8888a,full_shadow,1,0.043267702727462165,0.12457254528999329,0.1085522837936878,64,32,4,1.0,0.0,0,0,32,32
llmjp,sealed,06f5b67f02ea15dd0cf348e92ef81bcb4f6ac3958bc881b9e26432790021827c,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
llmjp,sealed,06f5b67f02ea15dd0cf348e92ef81bcb4f6ac3958bc881b9e26432790021827c,always_low,,0.07027563534290948,0.25867612287402153,0.26749680116772645,32,0,4,0.0,0.125,32,0,32,32
llmjp,sealed,06f5b67f02ea15dd0cf348e92ef81bcb4f6ac3958bc881b9e26432790021827c,triage_2_4_8,2,0.040096807701615944,0.10701017640531063,0.10195274762809277,46,14,3,1.0,0.0,12,6,32,32
llmjp,sealed,06f5b67f02ea15dd0cf348e92ef81bcb4f6ac3958bc881b9e26432790021827c,hash_budget_matched_2_4_8,8,0.07027563534290948,0.25867612287402153,0.26749680116772645,36,4,4,0.0,0.125,28,0,32,32
llmjp,sealed,06f5b67f02ea15dd0cf348e92ef81bcb4f6ac3958bc881b9e26432790021827c,fixed_2,2,0.040096807701615944,0.10701017640531063,0.10195274762809277,46,14,3,1.0,0.0,12,6,32,32
llmjp,sealed,06f5b67f02ea15dd0cf348e92ef81bcb4f6ac3958bc881b9e26432790021827c,fixed_4,4,0.05823065364586455,0.20637940429151058,0.17908046767115585,40,8,3,0.3333333333333333,0.0625,21,3,32,32
llmjp,sealed,06f5b67f02ea15dd0cf348e92ef81bcb4f6ac3958bc881b9e26432790021827c,fixed_8,8,0.07027563534290948,0.25867612287402153,0.26749680116772645,36,4,4,0.0,0.125,28,0,32,32
llmjp,sealed,06f5b67f02ea15dd0cf348e92ef81bcb4f6ac3958bc881b9e26432790021827c,full_shadow,1,0.03867829102614451,0.09701540879905224,0.09602239988744259,64,32,4,1.0,0.0,0,0,32,32
llmjp,sealed,911bf917b525aa0cdecfce1e71bf5d4c45cc45c01f69c8eeb6e7f9a6f311c65c,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
llmjp,sealed,911bf917b525aa0cdecfce1e71bf5d4c45cc45c01f69c8eeb6e7f9a6f311c65c,always_low,,0.10345125414551148,0.36933672428131104,0.3651417732238769,32,0,6,0.0,0.1875,32,0,32,32
llmjp,sealed,911bf917b525aa0cdecfce1e71bf5d4c45cc45c01f69c8eeb6e7f9a6f311c65c,triage_2_4_8,2,0.044569045076968905,0.17187544517219067,0.11246092393994328,45,13,7,0.8571428571428571,0.03125,10,9,32,32
llmjp,sealed,911bf917b525aa0cdecfce1e71bf5d4c45cc45c01f69c8eeb6e7f9a6f311c65c,hash_budget_matched_2_4_8,2,0.044569045076968905,0.17187544517219067,0.11246092393994328,45,13,7,0.8571428571428571,0.03125,10,9,32,32
llmjp,sealed,911bf917b525aa0cdecfce1e71bf5d4c45cc45c01f69c8eeb6e7f9a6f311c65c,fixed_2,2,0.044569045076968905,0.17187544517219067,0.11246092393994328,45,13,7,0.8571428571428571,0.03125,10,9,32,32
llmjp,sealed,911bf917b525aa0cdecfce1e71bf5d4c45cc45c01f69c8eeb6e7f9a6f311c65c,fixed_4,4,0.06783039708125216,0.29284216091036797,0.2942248173058032,40,8,7,0.7142857142857143,0.0625,18,6,32,32
llmjp,sealed,911bf917b525aa0cdecfce1e71bf5d4c45cc45c01f69c8eeb6e7f9a6f311c65c,fixed_8,8,0.10345125414551148,0.36933672428131104,0.3651417732238769,36,4,6,0.0,0.1875,28,0,32,32
llmjp,sealed,911bf917b525aa0cdecfce1e71bf5d4c45cc45c01f69c8eeb6e7f9a6f311c65c,full_shadow,1,0.03960260609710531,0.10706976987421513,0.10175582282245159,64,32,7,1.0,0.0,0,0,32,32
llmjp,sealed,3b409d583870b4893d07a69d6f9a18a7bf64319c77bbcc3b3f95bb74f8b9d86e,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
llmjp,sealed,3b409d583870b4893d07a69d6f9a18a7bf64319c77bbcc3b3f95bb74f8b9d86e,always_low,,0.03187127307319315,0.0821230597794056,0.06179209873080253,32,0,1,0.0,0.03125,32,0,32,32
llmjp,sealed,3b409d583870b4893d07a69d6f9a18a7bf64319c77bbcc3b3f95bb74f8b9d86e,triage_2_4_8,8,0.02482928644894855,0.05709682870656252,0.056370650231838224,36,4,1,1.0,0.0,25,3,32,32
llmjp,sealed,3b409d583870b4893d07a69d6f9a18a7bf64319c77bbcc3b3f95bb74f8b9d86e,hash_budget_matched_2_4_8,2,0.02482928644894855,0.05709682870656252,0.056370650231838224,47,15,1,1.0,0.0,14,3,32,32
llmjp,sealed,3b409d583870b4893d07a69d6f9a18a7bf64319c77bbcc3b3f95bb74f8b9d86e,fixed_2,2,0.02482928644894855,0.05709682870656252,0.056370650231838224,47,15,1,1.0,0.0,14,3,32,32
llmjp,sealed,3b409d583870b4893d07a69d6f9a18a7bf64319c77bbcc3b3f95bb74f8b9d86e,fixed_4,4,0.03187127307319315,0.0821230597794056,0.06179209873080253,40,8,1,0.0,0.03125,24,0,32,32
llmjp,sealed,3b409d583870b4893d07a69d6f9a18a7bf64319c77bbcc3b3f95bb74f8b9d86e,fixed_8,8,0.02482928644894855,0.05709682870656252,0.056370650231838224,36,4,1,1.0,0.0,25,3,32,32
llmjp,sealed,3b409d583870b4893d07a69d6f9a18a7bf64319c77bbcc3b3f95bb74f8b9d86e,full_shadow,1,0.026947666869091336,0.05709682870656252,0.056370650231838224,64,32,1,1.0,0.0,0,0,32,32
llmjp,sealed,b7ab5a648ecb2f6143333a157b90a2e373146ab70c505e123849880cf09c9775,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
llmjp,sealed,b7ab5a648ecb2f6143333a157b90a2e373146ab70c505e123849880cf09c9775,always_low,,0.05258195314331715,0.14263486862182617,0.14092767983675,32,0,2,0.0,0.0625,32,0,32,32
llmjp,sealed,b7ab5a648ecb2f6143333a157b90a2e373146ab70c505e123849880cf09c9775,triage_2_4_8,2,0.04742196430720469,0.14263486862182617,0.14092767983675,47,15,2,0.5,0.03125,14,3,32,32
llmjp,sealed,b7ab5a648ecb2f6143333a157b90a2e373146ab70c505e123849880cf09c9775,hash_budget_matched_2_4_8,2,0.04742196430720469,0.14263486862182617,0.14092767983675,47,15,2,0.5,0.03125,14,3,32,32
llmjp,sealed,b7ab5a648ecb2f6143333a157b90a2e373146ab70c505e123849880cf09c9775,fixed_2,2,0.04742196430720469,0.14263486862182617,0.14092767983675,47,15,2,0.5,0.03125,14,3,32,32
llmjp,sealed,b7ab5a648ecb2f6143333a157b90a2e373146ab70c505e123849880cf09c9775,fixed_4,4,0.05258195314331715,0.14263486862182617,0.14092767983675,40,8,2,0.0,0.0625,24,0,32,32
llmjp,sealed,b7ab5a648ecb2f6143333a157b90a2e373146ab70c505e123849880cf09c9775,fixed_8,8,0.05258195314331715,0.14263486862182617,0.14092767983675,36,4,2,0.0,0.0625,28,0,32,32
llmjp,sealed,b7ab5a648ecb2f6143333a157b90a2e373146ab70c505e123849880cf09c9775,full_shadow,1,0.04511847713752104,0.1219057459384203,0.11984547227621077,64,32,2,1.0,0.0,0,0,32,32
llmjp,sealed,2b80f71af978a7eb16f252dccfd7ba3a19b796c41015d821e04034b39e19f4c9,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
llmjp,sealed,2b80f71af978a7eb16f252dccfd7ba3a19b796c41015d821e04034b39e19f4c9,always_low,,0.04192768066423014,0.1394365094602108,0.12443407922983168,32,0,4,0.0,0.125,32,0,32,32
llmjp,sealed,2b80f71af978a7eb16f252dccfd7ba3a19b796c41015d821e04034b39e19f4c9,triage_2_4_8,4,0.0285240663215518,0.1148811336606741,0.12407203242182731,40,8,4,0.5,0.0625,21,3,32,32
llmjp,sealed,2b80f71af978a7eb16f252dccfd7ba3a19b796c41015d821e04034b39e19f4c9,hash_budget_matched_2_4_8,2,0.0285240663215518,0.1148811336606741,0.12407203242182731,47,15,4,0.5,0.0625,14,3,32,32
llmjp,sealed,2b80f71af978a7eb16f252dccfd7ba3a19b796c41015d821e04034b39e19f4c9,fixed_2,2,0.0285240663215518,0.1148811336606741,0.12407203242182731,47,15,4,0.5,0.0625,14,3,32,32
llmjp,sealed,2b80f71af978a7eb16f252dccfd7ba3a19b796c41015d821e04034b39e19f4c9,fixed_4,4,0.0285240663215518,0.1148811336606741,0.12407203242182731,40,8,4,0.5,0.0625,21,3,32,32
llmjp,sealed,2b80f71af978a7eb16f252dccfd7ba3a19b796c41015d821e04034b39e19f4c9,fixed_8,8,0.04192768066423014,0.1394365094602108,0.12443407922983168,36,4,4,0.0,0.125,28,0,32,32
llmjp,sealed,2b80f71af978a7eb16f252dccfd7ba3a19b796c41015d821e04034b39e19f4c9,full_shadow,1,0.028186837291286793,0.09247473068535328,0.09286285825073717,64,32,3,1.0,0.0,0,0,32,32
llmjp,sealed,0612dce051151ce2c4d0367178856081d8f696df8bae528849bdd662a85f4d19,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
llmjp,sealed,0612dce051151ce2c4d0367178856081d8f696df8bae528849bdd662a85f4d19,always_low,,0.042611656410372234,0.10450305603444576,0.10414281152188777,32,0,1,0.0,0.03125,32,0,32,32
llmjp,sealed,0612dce051151ce2c4d0367178856081d8f696df8bae528849bdd662a85f4d19,triage_2_4_8,4,0.03619072798392153,0.08879822678864002,0.08754240646958351,40,8,1,1.0,0.0,21,3,32,32
llmjp,sealed,0612dce051151ce2c4d0367178856081d8f696df8bae528849bdd662a85f4d19,hash_budget_matched_2_4_8,8,0.042611656410372234,0.10450305603444576,0.10414281152188777,36,4,1,0.0,0.03125,28,0,32,32
llmjp,sealed,0612dce051151ce2c4d0367178856081d8f696df8bae528849bdd662a85f4d19,fixed_2,2,0.042611656410372234,0.10450305603444576,0.10414281152188777,48,16,1,0.0,0.03125,16,0,32,32
llmjp,sealed,0612dce051151ce2c4d0367178856081d8f696df8bae528849bdd662a85f4d19,fixed_4,4,0.03619072798392153,0.08879822678864002,0.08754240646958351,40,8,1,1.0,0.0,21,3,32,32
llmjp,sealed,0612dce051151ce2c4d0367178856081d8f696df8bae528849bdd662a85f4d19,fixed_8,8,0.042611656410372234,0.10450305603444576,0.10414281152188777,36,4,1,0.0,0.03125,28,0,32,32
