layer,receiver_group,rank,count,mean_share,median_share,p75_share,p90_share,full_bytes,policy_bytes,policy_byte_saving
7,0,2,3589,0.040094487369060516,2.4315457267221063e-05,0.008695119060575962,0.14856348931789398,7350272.0,7350272.0,0.0
7,1,1,3270,0.9598486423492432,0.9999756813049316,1.0,1.0,6696960.0,6696960.0,0.0
7,1,2,3529,0.042904678732156754,2.131676592398435e-05,0.010847038589417934,0.1517084389925003,7227392.0,7227392.0,0.0
7,2,1,1744,0.9526490569114685,0.999796986579895,0.9999998807907104,1.0,3571712.0,3571712.0,0.0
7,2,2,2274,0.03841752931475639,1.669248376856558e-05,0.007622538600116968,0.1446765959262848,4657152.0,4657152.0,0.0
7,3,1,5015,0.964237630367279,0.9999939203262329,1.0,1.0,10270720.0,10270720.0,0.0
7,3,2,4431,0.03580586612224579,1.648333272896707e-05,0.00677857780829072,0.13123352825641632,9074688.0,9074688.0,0.0
8,0,1,4346,0.9637153148651123,0.9999923706054688,1.0,1.0,8900608.0,8900608.0,0.0
8,0,2,4061,0.0415317565202713,3.124659997411072e-05,0.017914816737174988,0.13520917296409607,8316928.0,8316928.0,0.0
8,1,1,1872,0.9553619027137756,0.9999415278434753,1.0,1.0,3833856.0,3833856.0,0.0
8,1,2,2390,0.039436642080545425,1.2986978617846034e-05,0.008416435681283474,0.14899276196956635,4894720.0,4894720.0,0.0
8,2,1,3967,0.9569137692451477,0.999972403049469,1.0,1.0,8124416.0,8124416.0,0.0
8,2,2,3913,0.037754375487565994,1.0133668183698319e-05,0.005931633058935404,0.14727655053138733,8013824.0,8013824.0,0.0
8,3,1,3638,0.9645167589187622,0.9999898672103882,1.0,1.0,7450624.0,7450624.0,0.0
8,3,2,3459,0.03776233270764351,1.296732352784602e-05,0.006870955228805542,0.14839589595794678,7084032.0,7084032.0,0.0
9,0,1,2822,0.9597577452659607,0.9999829530715942,1.0,1.0,5779456.0,5779456.0,0.0
