sample_id,char_count,token_count_input,unique_token_ratio,token_id_entropy,adjacent_repeat_rate,early_route_top1_weight_mean,early_route_top1_weight_std,early_route_top1_top2_margin_mean,early_route_tail_mass_mean,early_route_routing_entropy_mean,early_route_rank1_hhi_mean,early_route_active_expert_fraction_mean,early_route_same_id_adjacent_layer_rate,full_route_top1_weight_mean,full_route_top1_weight_std,full_route_top1_top2_margin_mean,full_route_tail_mass_mean,full_route_routing_entropy_mean,full_route_rank1_hhi_mean,full_route_active_expert_fraction_mean,full_route_same_id_adjacent_layer_rate,full_mean_nll,full_sample_ppl,label_token_count,label_kl_sum,label_mean_token_kl
44,47345.0,128.0,0.609375,4.034325896321592,0.0,0.13370275497436523,0.08998336642980576,0.048632800579071045,0.1472032368183136,0.9282246232032776,0.1435546875,0.66015625,0.016666666666666666,0.11585426330566406,0.06988789886236191,0.03534410893917084,0.145280122756958,0.9426683783531189,0.0840301513671875,0.8955078125,0.011458333333333333,1.4269445224071111,4.165950756372707,127,2.1085782051086426,0.016602977992981438
45,22490.0,128.0,0.703125,4.34876373001856,0.0,0.1224660873413086,0.08943850547075272,0.04345870018005371,0.14066320657730103,0.9342348575592041,0.0916748046875,0.7646484375,0.010416666666666666,0.10555118322372437,0.0649481788277626,0.029719114303588867,0.13752977550029755,0.9470723867416382,0.06780242919921875,0.921875,0.0140625,2.158408097394808,8.657345033005885,127,2.942633628845215,0.02317034353421429
46,41091.0,128.0,0.6328125,4.089911223473069,0.0,0.11142587661743164,0.08522175997495651,0.03689157962799072,0.14582642912864685,0.9450706243515015,0.1114501953125,0.7939453125,0.041666666666666664,0.10463154315948486,0.058688003569841385,0.030022114515304565,0.14496979117393494,0.952157735824585,0.097137451171875,0.8759765625,0.03802083333333333,2.350871409018209,10.49471092703137,127,2.792975902557373,0.021991936240609238
47,7931.0,128.0,0.6953125,4.301580749148412,0.0,0.12694835662841797,0.08965878188610077,0.048905789852142334,0.13999906182289124,0.9301257133483887,0.1373291015625,0.7646484375,0.010416666666666666,0.11732041835784912,0.06937412917613983,0.0364484041929245,0.14164578914642334,0.9398630857467651,0.06806182861328125,0.9423828125,0.016145833333333335,1.33073028804749,3.783805646861472,127,1.992445945739746,0.015688550753856268
48,5318.0,128.0,0.6171875,4.17835820137651,0.0,0.1258106231689453,0.08939933031797409,0.04694688320159912,0.14248937368392944,0.9319133758544922,0.1412353515625,0.7294921875,0.00625,0.11112076044082642,0.06243850290775299,0.035076409578323364,0.13817737996578217,0.9428787231445312,0.09772491455078125,0.890625,0.008333333333333333,2.1090147964597685,8.240119089776892,127,2.1672730445861816,0.01706514208335576
49,6422.0,128.0,0.6328125,4.1309486264663535,0.0,0.12787818908691406,0.0897979810833931,0.04988408088684082,0.1404941976070404,0.9297928214073181,0.11328125,0.7822265625,0.014583333333333334,0.10934090614318848,0.06590989232063293,0.034075379371643066,0.13813918828964233,0.9445321559906006,0.06446075439453125,0.96484375,0.014583333333333334,2.2496943436269685,9.484836292589094,127,2.8471875190734863,0.02241879936278336
50,3587.0,128.0,0.703125,4.341026306705785,0.0,0.12829208374023438,0.08586075901985168,0.045528531074523926,0.14790558815002441,0.9342371225357056,0.1455078125,0.728515625,0.010416666666666666,0.11702609062194824,0.06849624961614609,0.03674992918968201,0.14376844465732574,0.9422249794006348,0.0880584716796875,0.927734375,0.015104166666666667,2.007124052273007,7.4418840720210495,127,3.6880288124084473,0.02903959694809801
51,9177.0,128.0,0.640625,4.234484321254879,0.0,0.12155294418334961,0.08729100972414017,0.044754981994628906,0.13919848203659058,0.9343698024749756,0.1229248046875,0.7666015625,0.004166666666666667,0.10453057289123535,0.06313229352235794,0.030814766883850098,0.13868579268455505,0.9480245113372803,0.0580291748046875,0.9453125,0.008854166666666666,2.4857783280019685,12.01046469883,127,2.2470998764038086,0.01769369981420322
52,8091.0,128.0,0.671875,4.322700805817019,0.0,0.12208223342895508,0.08699148893356323,0.04380667209625244,0.13943243026733398,0.9336997270584106,0.099853515625,0.7783203125,0.014583333333333334,0.11153435707092285,0.06811074167490005,0.03472355008125305,0.13613241910934448,0.9423677921295166,0.07291412353515625,0.9189453125,0.015104166666666667,1.9208532618725394,6.826781016812409,127,3.27640962600708,0.025798500992181735
53,5651.0,128.0,0.6328125,4.182446077497671,0.015748031496062992,0.11096477508544922,0.08587978035211563,0.0374140739440918,0.14280936121940613,0.943509042263031,0.081298828125,0.8232421875,0.020833333333333332,0.09770083427429199,0.055333830416202545,0.026178300380706787,0.1415473222732544,0.9554563760757446,0.05316925048828125,0.9501953125,0.022916666666666665,2.675985982098917,14.526665813233059,127,3.5534636974334717,0.02798002911364938
54,6616.0,128.0,0.6484375,4.241366753149883,0.0,0.12198114395141602,0.08815775066614151,0.04328089952468872,0.1466473639011383,0.9361517429351807,0.0921630859375,0.783203125,0.01875,0.10638809204101562,0.05889686569571495,0.03014947474002838,0.14426130056381226,0.9493216276168823,0.0726776123046875,0.9072265625,0.021354166666666667,2.169798843503937,8.756522432197116,127,2.801088809967041,0.022055817401315285
55,17529.0,128.0,0.6171875,4.153415176093099,0.0,0.12337923049926758,0.09274982661008835,0.04607158899307251,0.14754122495651245,0.9370689392089844,0.13720703125,0.75,0.00625,0.11041855812072754,0.06308518350124359,0.03355593979358673,0.14350001513957977,0.9463430643081665,0.08458709716796875,0.904296875,0.0125,2.5188307874784694,12.414073484729219,127,4.2631754875183105,0.03356831092534103
56,44142.0,128.0,0.6171875,4.116711001698749,0.0,0.1315302848815918,0.09698465466499329,0.047833144664764404,0.1424989402294159,0.9277505278587341,0.124267578125,0.7705078125,0.027083333333333334,0.12649869918823242,0.08306603133678436,0.041152045130729675,0.14120039343833923,0.9341491460800171,0.128204345703125,0.892578125,0.03802083333333333,1.2875057430717889,3.6237367436874446,127,4.061366081237793,0.03197926048218735
57,33686.0,128.0,0.546875,3.858142161097381,0.0,0.09754753112792969,0.0804690420627594,0.033988773822784424,0.13481134176254272,0.9528559446334839,0.125,0.7470703125,0.014583333333333334,0.08841347694396973,0.0503120943903923,0.024939849972724915,0.1351555734872818,0.9608469009399414,0.07933807373046875,0.958984375,0.015625,2.599923201433317,13.462704078922089,127,3.6654064655303955,0.0288614682325228
58,10940.0,128.0,0.765625,4.475620071902825,0.0,0.14998435974121094,0.11927315592765808,0.06550216674804688,0.13927516341209412,0.9112563133239746,0.1878662109375,0.5693359375,0.010416666666666666,0.12078976631164551,0.07870031893253326,0.03945422172546387,0.1427845060825348,0.9382830858230591,0.0818939208984375,0.9013671875,0.015104166666666667,2.2391362227792815,9.385221045075594,127,3.0225415229797363,0.023799539551021546
