policy,cache_scope,capacity,prefetch_budget,total_latency_ms,total_compute_ms,total_demand_ms,total_exposed_prefetch_ms,miss_rate,total_needed_objects,total_misses,total_prefetches,useful_prefetches,wasted_prefetches,prefetch_precision,model,rank_mode,rank_limit,safe_overlap_budget,reactive_latency_ms,latency_saving_vs_reactive_pct
transition_prefetch,global,8,8,43219.837117895484,1497.9399185180664,36789.04085658491,4932.856342792511,0.856370946067013,178592,152941,26880,25651,1229,0.9542782738095238,olmoe,full_topk,8,1,44457.175078868866,2.7832131906228685
random_prefetch,global,8,8,44375.41052381694,1497.9399185180664,37944.614262506366,4932.856342792511,0.8832702472675148,178592,157745,26880,20847,6033,0.7755580357142857,olmoe,full_topk,8,1,44457.175078868866,0.18391756765216982
oracle_prefetch,global,8,8,42924.20853424072,1497.9399185180664,36493.412272930145,4932.856342792511,0.849489338828167,178592,151712,26880,26880,0,1.0,olmoe,full_topk,8,1,44457.175078868866,3.4481870292221606
reactive_lru,global,16,0,44457.175078868866,1497.9399185180664,42959.2351603508,0.0,1.0,178592,178592,0,0,0,0.0,olmoe,full_topk,8,1,44457.175078868866,0.0
static_frequency_pin,global,16,0,43694.89112313092,1497.9399185180664,42196.95120461285,0.0,0.9822556441497939,178592,175423,0,0,0,0.0,olmoe,full_topk,8,1,44457.175078868866,1.7146477579504937
frequency_prefetch,global,16,1,43781.67525391281,1497.9399185180664,42222.44886927307,61.286466121673584,0.9828491757749507,178592,175529,3360,3063,297,0.9116071428571428,olmoe,full_topk,8,1,44457.175078868866,1.5194393790376792
transition_prefetch,global,16,1,43744.631476953626,1497.9399185180664,42185.405092313886,61.286466121673584,0.9819868751119871,178592,175375,3360,3217,143,0.9574404761904762,olmoe,full_topk,8,1,44457.175078868866,1.6027640097490692
random_prefetch,global,16,1,43890.88223274052,1497.9399185180664,42331.65584810078,61.286466121673584,0.9853912829242071,178592,175983,3360,2609,751,0.7764880952380953,olmoe,full_topk,8,1,44457.175078868866,1.2737940391482794
oracle_prefetch,global,16,1,43710.23368406296,1497.9399185180664,42151.00729942322,61.286466121673584,0.9811861673535208,178592,175232,3360,3360,0,1.0,olmoe,full_topk,8,1,44457.175078868866,1.680136881123917
frequency_prefetch,global,16,8,43475.53539651632,1497.9399185180664,37044.739135205746,4932.856342792511,0.8623230603834439,178592,154004,26880,24588,2292,0.9147321428571429,olmoe,full_topk,8,1,44457.175078868866,2.208056811102088
