arm,phase,batch_size,prompt_len,repeat,seed,decode_step,latency_ms,tokens_processed,goodput_tokens_per_s,expert_loop,gate,moe_total,routing_setup,unattributed_tail_ms,moe_total_fraction,gate_fraction,routing_setup_fraction,expert_loop_fraction,unattributed_tail_ms_fraction
breakdown,decode,4,128,2,20300930,9,76.9651870728,4,51.9715491137,64.7781116962,0.3917440027,68.5148165226,2.72656001151,0.618400812149,0.890205287981,0.00508988566908,0.0354258868874,0.841654703379,0.00803481204515
breakdown,decode,4,128,2,20300930,10,79.3040618896,4,50.4387783512,64.9587523937,0.45507199876,69.0523841381,3.00601601601,0.632543729618,0.870729474541,0.00573831891982,0.0379049438879,0.819110028489,0.00797618324391
breakdown,decode,4,128,2,20300930,11,75.1463394165,4,53.2294724009,62.8269438744,0.396416001022,66.5895996094,2.74329599738,0.622943736613,0.886132313649,0.00527525364642,0.036506049645,0.836061268748,0.00828974160884
breakdown,decode,4,128,2,20300930,12,78.8661727905,4,50.7188298667,63.4184639454,0.41699199751,68.0612146854,3.55369597673,0.672062765807,0.862996292038,0.00528733654437,0.0450598254105,0.804127570813,0.00852155926968
breakdown,decode,4,128,2,20300930,13,77.8446731567,4,51.384376577,65.4917759895,0.396095996723,69.2456319332,2.73423998058,0.623519966379,0.889535906892,0.00508828646406,0.0351243042035,0.841313520036,0.00800979618892
breakdown,decode,4,128,2,20300930,14,76.5448608398,4,52.2569373843,64.2162232399,0.394463997334,67.9525763988,2.72816000879,0.613729152828,0.887748382495,0.00515337010227,0.0356413216884,0.838935789226,0.00801790147757
breakdown,decode,4,128,2,20300930,15,75.4350738525,4,53.025731874,60.816927433,0.410496000201,65.3670084476,3.49187199771,0.647713016719,0.866533365838,0.0054417127105,0.0462897670723,0.806215521866,0.00858636418896
breakdown,prefill,8,128,0,20340728,-1,90.3849945068,1024,11329.3141808,76.9268155098,0.414047999308,80.8750729561,2.89692801237,0.63728143461,0.894784288004,0.00458093737314,0.0320509839955,0.851101622891,0.00705074374444
breakdown,decode,8,128,0,20340728,0,83.5290908813,8,95.7750158129,71.2473287582,0.405440000817,75.0067200661,2.74601601064,0.607935296372,0.89797122505,0.00485387781118,0.0328749658552,0.852964254806,0.0072781265779
breakdown,decode,8,128,0,20340728,1,84.3627548218,8,94.8285771002,72.0487680435,0.403455998749,75.8239359856,2.75542402267,0.616287920624,0.898784494956,0.00478239478548,0.0326616174222,0.854035269423,0.0073052133246
breakdown,decode,8,128,0,20340728,2,82.9238739014,8,96.4740264006,70.6154880524,0.407743999735,74.3844809532,2.73980799317,0.62144090794,0.897021297409,0.00491708817438,0.0330400385832,0.851570057332,0.00749411331988
breakdown,decode,8,128,0,20340728,3,82.3485107422,8,97.1480835281,70.1216957569,0.404768003151,73.899230957,2.74931201339,0.623455183581,0.89739608271,0.00491530447245,0.0333862991402,0.851523544566,0.00757093453132
breakdown,decode,8,128,0,20340728,4,87.1659851074,8,91.7789202995,71.5015366077,0.459776001051,76.7534089088,4.13977591693,0.652320383117,0.88054312487,0.00527471811951,0.0474930204923,0.820291728702,0.00748365755647
breakdown,decode,8,128,0,20340728,5,84.2771530151,8,94.9248961763,71.8353595734,0.417536001652,75.6209592819,2.73993597925,0.628127727658,0.897288963574,0.00495432020084,0.032511017295,0.852370506162,0.00745311991667
breakdown,decode,8,128,0,20340728,6,82.4065628052,8,97.079646665,70.0793595314,0.406975999475,73.8761599064,2.76751999557,0.62230437994,0.896483937584,0.00493863577876,0.0335837329135,0.850409932727,0.00755163616533
breakdown,decode,8,128,0,20340728,7,84.0813140869,8,95.1459915544,71.7055354118,0.414464000612,75.4843845367,2.74441602826,0.619969096035,0.897754576703,0.00492932353774,0.0326400230309,0.852811783338,0.00737344679692
breakdown,decode,8,128,0,20340728,8,83.4185562134,8,95.9019235425,71.0915517807,0.407328002155,74.8770251274,2.75468799472,0.623457349837,0.897606342357,0.00488294236492,0.0330224846816,0.852227070424,0.00747384488701
breakdown,decode,8,128,0,20340728,9,83.1234588623,8,96.2423858378,70.8331837654,0.402335993946,74.6002883911,2.74694401026,0.617824621499,0.897463717369,0.00484022199572,0.0330465556638,0.852144325259,0.0074326144503
breakdown,decode,8,128,0,20340728,10,84.6592330933,8,94.4964855893,72.2750086784,0.404511999339,76.061152935,2.75759996474,0.624032292515,0.898438955279,0.00477812028953,0.0325729381661,0.853716789506,0.00737110731711
breakdown,decode,8,128,0,20340728,11,83.7963867188,8,95.4695102409,71.6325759888,0.393055999652,75.3614397049,2.72483199835,0.610975718126,0.89933996746,0.004690607973,0.0325172970464,0.854840868368,0.00729119407232
breakdown,decode,8,128,0,20340728,12,83.6625289917,8,95.6222588107,71.3703041077,0.401375997812,75.1348156929,2.73942400515,0.623711582273,0.898070098985,0.00479755994289,0.0327437389016,0.853073711347,0.00745508879292
breakdown,decode,8,128,0,20340728,13,84.7085723877,8,94.441445234,72.4391689301,0.407168000937,76.2117118835,2.74099199474,0.624382957816,0.899693026755,0.00480669180768,0.0323579056697,0.855157475663,0.00737095361445
breakdown,decode,8,128,0,20340728,14,83.507232666,8,95.8000851495,71.1823043823,0.396320002154,74.935136795,2.74243199825,0.614080412313,0.897349060706,0.00474593624409,0.0328406523687,0.85240885262,0.00735361947353
breakdown,decode,8,128,0,20340728,15,85.3463363647,8,93.7357166195,72.7345590591,0.408479999751,76.5512638092,2.77756799757,0.630656752735,0.896948446411,0.00478614568767,0.032544665839,0.852228252052,0.00738938283232
breakdown,prefill,8,128,1,20340829,-1,93.6156463623,1024,10938.3424651,79.8131198883,0.424255998805,83.8236150742,2.92991998792,0.65631919913,0.895401765959,0.0045318919998,0.0312973322491,0.852561756391,0.00701078531883
